content,score,label,length,tokens,adjectives,verbs,actionable,feedback_type
"it was good until theres message and go plus recommendations and the ""new chat"" when theres images is back",1,negative,106,"['good', 'theres', 'message', 'go', 'plus', 'recommendations', 'new', 'chat', 'theres', 'images', 'back']","['good', 'new']","['s', 'go', 's']",False,[]
why you are giving so much update,1,negative,33,"['giving', 'much', 'update']",['much'],['giving'],True,['request']
"This app is good but you can use this in OFFLINE it's normal. this new image create without asking isn't Good,IT IS 😔",2,negative,117,"['app', 'good', 'use', 'offline', 'normal', 'new', 'image', 'create', 'without', 'asking', 'good']","['good', 'normal', 'new', 'Good', '😔']","['use', 'asking']",False,[]
this new update is the worst it chatgbt more harder to get answers from similar answer he will get perfectly before,1,negative,115,"['new', 'update', 'worst', 'chatgbt', 'harder', 'get', 'answers', 'similar', 'answer', 'get', 'perfectly']","['new', 'worst', 'similar']","['chatgbt', 'get', 'get']",True,['request']
Chat Gpt is a good app for learning and doing some assignments,1,negative,62,"['chat', 'gpt', 'good', 'app', 'learning', 'assignments']",['good'],"['learning', 'doing']",False,[]
chatgpt is so helpful for us,1,negative,28,"['chatgpt', 'helpful', 'us']",['helpful'],[],False,[]
"it takes sooo muchhh time to respond 30s, while DeppSeek is soo Fast",1,negative,68,"['takes', 'sooo', 'muchhh', 'time', 'respond', 'deppseek', 'soo', 'fast']","['muchhh', 'Fast']","['takes', 'respond', 'soo']",False,[]
"It doesn't even listen to me. When I was explaining something, it did something not even related to what I explained. Horrible.",1,negative,127,"['even', 'listen', 'explaining', 'something', 'something', 'even', 'related', 'explained', 'horrible']","['related', 'Horrible']","['listen', 'explaining', 'did', 'explained']",False,[]
it have to improve by seeing deepseek 😇,1,negative,39,"['improve', 'seeing', 'deepseek']",[],"['have', 'improve', 'seeing']",True,['request']
poor this app and slow,1,negative,22,"['poor', 'app', 'slow']",['poor'],['slow'],False,['ux']
i just send 2 image he say upgrade for money,1,negative,44,"['send', 'image', 'say', 'upgrade', 'money']",[],"['send', 'say', 'upgrade']",False,['pricing']
"it gives wrong information, soooo bad",1,negative,37,"['gives', 'wrong', 'information', 'soooo', 'bad']","['wrong', 'bad']",['gives'],False,['error']
The app is really nice but I'm sure they need to increase the limit for uploading pics and videos.I have to wait for almost a whole week just to upload.Its kind of inconvenient.,2,negative,177,"['app', 'really', 'nice', 'sure', 'need', 'increase', 'limit', 'uploading', 'pics', 'videos', 'wait', 'almost', 'whole', 'week', 'upload', 'kind', 'inconvenient']","['nice', 'sure', 'whole']","['need', 'increase', 'uploading', 'have', 'wait', 'upload']",True,['request']
This app says some things wrong,2,negative,31,"['app', 'says', 'things', 'wrong']",['wrong'],['says'],False,['error']
slow to create image and it lookso ai created when posting the image,2,negative,68,"['slow', 'create', 'image', 'lookso', 'ai', 'created', 'posting', 'image']",['slow'],"['create', 'lookso', 'created', 'posting']",False,['ux']
"l don't want to upgrade but still the app is forcing me to upgrade l don't know why they are irritating me l will upgrade no problem but they want 399 ,rs",2,negative,154,"['l', 'want', 'upgrade', 'still', 'app', 'forcing', 'upgrade', 'l', 'know', 'irritating', 'l', 'upgrade', 'problem', 'want', 'rs']",[],"['want', 'upgrade', 'forcing', 'upgrade', 'know', 'irritating', 'upgrade', 'want']",False,"['request', 'pricing']"
nah way too Restrictive to continue general text,1,negative,48,"['nah', 'way', 'restrictive', 'continue', 'general', 'text']","['Restrictive', 'general']",['continue'],False,[]
"chatgpt AI completely obsolete. worse, the CEO currently let use their data for making robot killer machine. I won't miss you and have a ai popped the industry",1,negative,159,"['chatgpt', 'ai', 'completely', 'obsolete', 'worse', 'ceo', 'currently', 'let', 'use', 'data', 'making', 'robot', 'killer', 'machine', 'miss', 'ai', 'popped', 'industry']","['obsolete', 'worse']","['let', 'use', 'making', 'miss', 'have', 'popped']",False,[]
worst app it gives many vitals answers wrong,1,negative,44,"['worst', 'app', 'gives', 'many', 'vitals', 'answers', 'wrong']","['worst', 'many', 'wrong']","['gives', 'answers']",False,['error']
"⭐ 1 Star — Wasted hours, didn’t follow instructions I came with a very clear goal: set up OpenClaw with Telegram control. Instead of sticking to that, the assistant repeatedly went off track, made assumptions, and pushed completely different tools and workflows. Even after correcting it multiple times, it kept drifting instead of adapting. This led to unnecessary steps, confusion, and hours of wasted time. The most frustrating part wasn’t just the mistakes — it was the inability to stay aligned.",1,negative,500,"['star', 'wasted', 'hours', 'follow', 'instructions', 'came', 'clear', 'goal', 'set', 'openclaw', 'telegram', 'control', 'instead', 'sticking', 'assistant', 'repeatedly', 'went', 'track', 'made', 'assumptions', 'pushed', 'completely', 'different', 'tools', 'workflows', 'even', 'correcting', 'multiple', 'times', 'kept', 'drifting', 'instead', 'adapting', 'led', 'unnecessary', 'steps', 'confusion', 'hours', 'wasted', 'time', 'frustrating', 'part', 'mistakes', 'inability', 'stay', 'aligned']","['clear', 'different', 'multiple', 'unnecessary', 'frustrating']","['Wasted', 'follow', 'came', 'set', 'sticking', 'went', 'made', 'pushed', 'correcting', 'kept', 'drifting', 'adapting', 'led', 'wasted', 'stay', 'aligned']",False,['ux']
ChatGPT is very good for internet comunication..,2,negative,48,"['chatgpt', 'good', 'internet', 'comunication']",['good'],[],False,[]
"money grab app, you might get a few questions In here and there send like 2 photos but thats it will it make u start a new conversation bc u didn't pay, stop u from sending pictures bc u didn't pay, theres better apps out there then this dont waste your time. plus it will intentionally send u further down the rabbit hole when u can just Google something and get a more direct answer",1,negative,384,"['money', 'grab', 'app', 'might', 'get', 'questions', 'send', 'like', 'photos', 'thats', 'make', 'u', 'start', 'new', 'conversation', 'bc', 'u', 'pay', 'stop', 'u', 'sending', 'pictures', 'bc', 'u', 'pay', 'theres', 'better', 'apps', 'dont', 'waste', 'time', 'plus', 'intentionally', 'send', 'u', 'rabbit', 'hole', 'u', 'google', 'something', 'get', 'direct', 'answer']","['few', 'new', 'better', 'direct']","['get', 'send', 's', 'make', 'start', 'pay', 'stop', 'sending', 'pay', 's', 'waste', 'send', 'get']",False,['pricing']
"I’m speaking as Pakistani, and this is personal. There are groups involved in scams, fake ads, and exploitation that are damaging lives and reputations—including my family’s. This behavior is unacceptable and needs to be confronted seriously. It’s not just crime—it’s harm to real people and to the dignity of our communities. Maa tujhe salaam—out of respect for our roots, our families, and our values, we cannot stay silent while a rogue few bring shame and damage to others. We need accountability",1,negative,500,"['speaking', 'pakistani', 'personal', 'groups', 'involved', 'scams', 'fake', 'ads', 'exploitation', 'damaging', 'lives', 'reputations', 'including', 'family', 'behavior', 'unacceptable', 'needs', 'confronted', 'seriously', 'crime', 'harm', 'real', 'people', 'dignity', 'communities', 'maa', 'tujhe', 'salaam', 'respect', 'roots', 'families', 'values', 'cannot', 'stay', 'silent', 'rogue', 'bring', 'shame', 'damage', 'others', 'need', 'accountability']","['personal', 'fake', 'unacceptable', 'real', 'silent', 'few']","['speaking', 'are', 'involved', 'damaging', 'including', 'needs', 'confronted', '’s', '’s', 'stay', 'bring', 'need']",True,['request']
DISGUSTING AI THIS IS ... NEVER FOLLOWS INSTRUCTIONS......SO DISAPPOINTED... SUPPORT TEAM NEVER REPLIES...THIS IS THE MOST 3RD CLASS EXPERIENCE I GOT,1,negative,149,"['disgusting', 'ai', 'never', 'follows', 'instructions', 'disappointed', 'support', 'team', 'never', 'replies', 'class', 'experience', 'got']",['DISAPPOINTED'],"['FOLLOWS', 'REPLIES', 'GOT']",False,[]
"Hi please fix the problem. I have Poco phone and When I turned on dual app for ChatGPT, It was created but when opened, it's not starting. It's saying check your Google Play Store is up to date etc..etc... Please fix this, I need to use two accounts for work and personal.",1,negative,272,"['hi', 'please', 'fix', 'problem', 'poco', 'phone', 'turned', 'dual', 'app', 'chatgpt', 'created', 'opened', 'starting', 'saying', 'check', 'google', 'play', 'store', 'date', 'etc', 'etc', 'please', 'fix', 'need', 'use', 'two', 'accounts', 'work', 'personal']","['dual', 'personal']","['fix', 'have', 'turned', 'created', 'opened', 'starting', 'saying', 'check', 'fix', 'need', 'use']",True,"['request', 'bug']"
even though this app helps it have to learn so many thing and it repeats it's mistake,1,negative,85,"['even', 'though', 'app', 'helps', 'learn', 'many', 'thing', 'repeats', 'mistake']",['many'],"['helps', 'have', 'learn', 'repeats']",False,[]
only let me ask 3 questions before making me wait to ask another,1,negative,64,"['let', 'ask', 'questions', 'making', 'wait', 'ask', 'another']",[],"['let', 'ask', 'making', 'wait', 'ask']",False,[]
not fully functioning,1,negative,21,"['fully', 'functioning']",[],['functioning'],False,[]
mistakes in tamil pronounsation ❎❎❎❎❎that's not good,1,negative,52,"['mistakes', 'tamil', 'pronounsation', 'good']",['good'],[],False,[]
Too Bad My personal Data leaked 😔,1,negative,33,"['bad', 'personal', 'data', 'leaked']",['personal'],['leaked'],False,[]
"unfortunately, unfortunately now nothing I try to creat or get answer for on this app doesn't download at all in any way shape or form, exstreamly exstreamly disappointed, angry, pissed off, and sad. ridiculous. 😡😡👿👿 update now these freaking asses are only giving me very limited privileges. I am NOT CHANGING MY REVIEW ENDLESS YOU ASSES FIX THIS, AND I MEAN FIX IT, REALLY FIX IT. IM TIRED AND LITERALLY EXHAUSTED THIS B.S.",1,negative,425,"['unfortunately', 'unfortunately', 'nothing', 'try', 'creat', 'get', 'answer', 'app', 'download', 'way', 'shape', 'form', 'exstreamly', 'exstreamly', 'disappointed', 'angry', 'pissed', 'sad', 'ridiculous', 'update', 'freaking', 'asses', 'giving', 'limited', 'privileges', 'changing', 'review', 'endless', 'asses', 'fix', 'mean', 'fix', 'really', 'fix', 'im', 'tired', 'literally', 'exhausted', 'b']","['angry', 'sad', 'ridiculous', 'ENDLESS']","['try', 'creat', 'get', 'download', 'disappointed', 'pissed', 'freaking', 'giving', 'limited', 'CHANGING', 'FIX', 'MEAN', 'FIX', 'EXHAUSTED']",True,"['request', 'bug']"
not perfact for all try sarvam ai.......,1,negative,40,"['perfact', 'try', 'sarvam', 'ai']",[],"['perfact', 'try', 'ai']",False,[]
please improve pic editing,1,negative,26,"['please', 'improve', 'pic', 'editing']",[],['improve'],True,['request']
It's temporary and great,2,negative,24,"['temporary', 'great']","['temporary', 'great']",[],False,[]
(plz check ✅ )I was not even wanting to rate this duffer stupid chutiya app .. but you know guys for others I did this that they should check first this review . see this Is a stupid app whenever I ask it to do something or tell me something he just tell his own patterns and how he thinks.. i didn't asked for what is ur opinion still that idiot gpt gives it i fell so frustrated and whenever I share any information it say something which is completely opposite to what I asked plz don't download,1,negative,498,"['plz', 'check', 'even', 'wanting', 'rate', 'duffer', 'stupid', 'chutiya', 'app', 'know', 'guys', 'others', 'check', 'first', 'review', 'see', 'stupid', 'app', 'whenever', 'ask', 'something', 'tell', 'something', 'tell', 'patterns', 'thinks', 'asked', 'ur', 'opinion', 'still', 'idiot', 'gpt', 'gives', 'fell', 'frustrated', 'whenever', 'share', 'information', 'say', 'something', 'completely', 'opposite', 'asked', 'plz', 'download']","['✅', 'stupid', 'chutiya', 'stupid', 'own', 'idiot', 'frustrated', 'opposite']","['check', 'wanting', 'rate', 'know', 'did', 'check', 'see', 'ask', 'do', 'tell', 'tell', 'thinks', 'asked', 'gives', 'fell', 'share', 'say', 'asked', 'download']",False,[]
When you make 2 images and then chatgpt ask to upgrade to pro this make no sense and after some time I even can't talk so I deleted like how many things do we need to upgrade to pro,1,negative,181,"['make', 'images', 'chatgpt', 'ask', 'upgrade', 'pro', 'make', 'sense', 'time', 'even', 'talk', 'deleted', 'like', 'many', 'things', 'need', 'upgrade', 'pro']","['pro', 'many', 'pro']","['make', 'ask', 'upgrade', 'make', 'talk', 'deleted', 'need', 'upgrade']",True,"['request', 'pricing']"
